zipCode,CountyName,month,zori
93906,Monterey County,2021-12,1941.308927960362
95037,Santa Clara County,2021-12,3269.2583357825465
95060,Santa Cruz County,2021-12,2971.686186412622
95050,Santa Clara County,2021-12,2803.233405216571
95062,Santa Cruz County,2021-12,2905.942553877718
93940,Monterey County,2021-12,2134.873356543757
95032,Santa Clara County,2021-12,3481.6661617146647
90291,Los Angeles County,2021-12,3266.037507343871
93950,Monterey County,2021-12,2483.469316838182
93906,Monterey County,2022-01,1957.329953572005
95037,Santa Clara County,2022-01,3232.9067395791194
95060,Santa Cruz County,2022-01,2996.6615692368523
95050,Santa Clara County,2022-01,2813.145110341656
95062,Santa Cruz County,2022-01,2984.313152522572
93940,Monterey County,2022-01,2158.950022240461
95032,Santa Clara County,2022-01,3487.0390019982233
90291,Los Angeles County,2022-01,3301.423196224764
93950,Monterey County,2022-01,2463.336035156213
93906,Monterey County,2022-02,1981.9403903052807
95037,Santa Clara County,2022-02,3260.169622514069
95060,Santa Cruz County,2022-02,2994.6087029529494
95050,Santa Clara County,2022-02,2866.4908564962743
95062,Santa Cruz County,2022-02,3057.101366232049
93940,Monterey County,2022-02,2154.432230826432
95032,Santa Clara County,2022-02,3469.4263768830906
90291,Los Angeles County,2022-02,3303.0611744542493
93950,Monterey County,2022-02,2456.2393050572496
93906,Monterey County,2022-03,2017.2328536480968
95037,Santa Clara County,2022-03,3307.9441785981708
95060,Santa Cruz County,2022-03,3034.5270633719733
95050,Santa Clara County,2022-03,2940.452219493338
95062,Santa Cruz County,2022-03,3053.62490664754
93955,Monterey County,2022-03,2435.9945207399355
93940,Monterey County,2022-03,2163.28220466795
95032,Santa Clara County,2022-03,3504.3230994971514
90291,Los Angeles County,2022-03,3343.298164645598
93950,Monterey County,2022-03,2451.566977841615
93906,Monterey County,2022-04,2025.0322851203616
95037,Santa Clara County,2022-04,3364.3650316713406
95060,Santa Cruz County,2022-04,2995.576238351537
95050,Santa Clara County,2022-04,2964.1219771898272
95062,Santa Cruz County,2022-04,3016.5169447131884
93955,Monterey County,2022-04,2417.901071311887
93940,Monterey County,2022-04,2173.6751730174433
95032,Santa Clara County,2022-04,3590.7429684257054
90291,Los Angeles County,2022-04,3382.745917472209
93950,Monterey County,2022-04,2452.347738271589
93906,Monterey County,2022-05,2031.0806673281515
95037,Santa Clara County,2022-05,3367.2510121362725
95060,Santa Cruz County,2022-05,3053.175502862787
95050,Santa Clara County,2022-05,3002.294566585826
95062,Santa Cruz County,2022-05,3105.085612090006
93940,Monterey County,2022-05,2232.422288769307
95032,Santa Clara County,2022-05,3677.7145637288354
90291,Los Angeles County,2022-05,3471.1605293886832
93933,Monterey County,2022-05,2611.501159846999
93950,Monterey County,2022-05,2491.827587156524
93906,Monterey County,2022-06,2054.317845269617
95037,Santa Clara County,2022-06,3384.1245815833763
95060,Santa Cruz County,2022-06,3070.001888606801
95050,Santa Clara County,2022-06,3004.916374748057
95062,Santa Cruz County,2022-06,3132.580881480156
93955,Monterey County,2022-06,2499.1005548838257
93940,Monterey County,2022-06,2269.9593683767625
95032,Santa Clara County,2022-06,3719.004973888061
90291,Los Angeles County,2022-06,3520.830105413481
93933,Monterey County,2022-06,2630.563550998123
93950,Monterey County,2022-06,2531.4451918657815
93906,Monterey County,2022-07,2054.4535187098445
95037,Santa Clara County,2022-07,3344.03742779217
95060,Santa Cruz County,2022-07,3164.1676840527302
95050,Santa Clara County,2022-07,3050.616978021049
95062,Santa Cruz County,2022-07,3189.7779819443317
93955,Monterey County,2022-07,2498.0552605228904
93940,Monterey County,2022-07,2292.633842350257
95032,Santa Clara County,2022-07,3715.083075454045
90291,Los Angeles County,2022-07,3554.804528197305
93933,Monterey County,2022-07,2580.4798479568303
93950,Monterey County,2022-07,2594.5957498877533
93906,Monterey County,2022-08,2056.2463953031074
95037,Santa Clara County,2022-08,3351.524086570185
95060,Santa Cruz County,2022-08,3239.4896498268554
95050,Santa Clara County,2022-08,3075.7200804610793
95062,Santa Cruz County,2022-08,3183.5429397941393
93955,Monterey County,2022-08,2426.007558205825
93940,Monterey County,2022-08,2297.347483291737
95032,Santa Clara County,2022-08,3724.946825740446
93901,Monterey County,2022-08,1858.7971721708209
90291,Los Angeles County,2022-08,3528.163132852291
93933,Monterey County,2022-08,2612.0235342525593
93950,Monterey County,2022-08,2596.493766249788
93906,Monterey County,2022-09,2026.738112784432
95037,Santa Clara County,2022-09,3325.286260361436
95060,Santa Cruz County,2022-09,3304.856135360091
95050,Santa Clara County,2022-09,3084.3113290231768
95062,Santa Cruz County,2022-09,3182.44499849232
93955,Monterey County,2022-09,2503.1318633658316
93940,Monterey County,2022-09,2316.0995061649687
95032,Santa Clara County,2022-09,3751.054379017511
93901,Monterey County,2022-09,1918.3984582338533
90291,Los Angeles County,2022-09,3527.579045088706
