GEOID,tract_median_hh_income,tract_median_gross_rent,tract_pct_renter,tract_pop_density_sqmi,tract_population
06053011001,140233.0,2387.0,0.23544145272385722,234.0586374084637,3628.0
06053011002,167159.0,1185.0,0.114,14.410847921553142,2501.0
06053011101,84583.0,1044.0,0.43434343434343436,3.8986529919896817,730.0
06053011103,88232.0,1920.0,0.5018552875695733,,4523.0
06053011104,89118.0,1610.0,0.43471810089020774,,5725.0
06053011105,105903.0,1530.0,0.44379014989293364,,7768.0
06053011106,127000.0,2026.0,0.14634146341463414,42.17665590283926,1876.0
06053011202,87794.0,1556.0,0.37100213219616207,,8293.0
06053011203,82873.0,1973.0,0.54712771890686,,8393.0
06053011204,85091.0,1327.0,0.5475352112676056,,4803.0
06053011302,52476.0,1354.0,0.758250191864927,,5283.0
06053011303,93791.0,1655.0,0.24225575853852263,,3954.0
06053011305,85417.0,2118.0,0.38693957115009747,,4553.0
06053011306,76294.0,1517.0,0.556998556998557,,3242.0
06053011400,101750.0,1250.0,0.30787037037037035,,4951.0
06053011502,79450.0,1233.0,0.583732057416268,6.926254951660104,1741.0
06053011604,101250.0,2500.0,0.2281722933643772,48.1516627087361,1777.0
06053011605,84777.0,1663.0,0.3997214484679666,627.527354907142,3012.0
06053011606,199643.0,2401.0,0.09118852459016394,198.3198135610105,2568.0
06053011700,183036.0,2473.0,0.19505494505494506,1773.7334193270701,3623.0
06053011801,,2551.0,0.45112781954887216,3442.0150978004563,1409.0
06053011802,137750.0,3023.0,0.34835566382460414,2690.1417975500904,1753.0
06053011901,142054.0,3501.0,0.07622298065984073,348.367683032582,2080.0
06053011902,144250.0,3501.0,0.19140625,722.0549465239258,1508.0
06053012000,103857.0,2202.0,0.43661971830985913,8401.500473588878,3417.0
06053012100,126328.0,3501.0,0.4033790918690602,5090.4743684376035,2250.0
06053012200,121667.0,2881.0,0.4777397260273973,8087.788583678142,2692.0
06053012302,115644.0,2622.0,0.5234082397003745,9695.388494630717,2109.0
06053012401,96429.0,2022.0,0.5933014354066986,5462.8139053689065,1654.0
06053012402,92896.0,2452.0,0.5505473277527366,2594.2945105024105,2829.0
06053012503,126000.0,2758.0,0.49079754601226994,9044.485405806963,2576.0
06053012504,77292.0,2268.0,0.8648,6579.855003098953,2361.0
06053012601,115625.0,3501.0,0.9344262295081968,4510.008020111846,2945.0
06053012700,91923.0,2224.0,0.7917948717948718,6428.487242248604,3956.0
06053012800,129179.0,2188.0,0.2687813021702838,3056.618881435392,5077.0
06053013000,86219.0,2338.0,0.811073336571151,3036.2959793175683,3735.0
06053013100,119821.0,3501.0,1.0,4367.609057341159,2151.0
06053013200,197882.0,3060.0,0.09844559585492228,192.88892696746026,3605.0
06053013300,97188.0,2237.0,0.7,2654.583908274323,5751.0
06053013400,131750.0,3320.0,0.21642969984202212,3428.3414941347137,1522.0
06053013500,98837.0,2108.0,0.44692737430167595,8066.583885654113,4475.0
06053013600,93459.0,2078.0,0.6908037653874004,11571.119226153594,4247.0
06053013700,68400.0,2070.0,0.7872191011235955,17422.130003147002,4788.0
06053013800,85195.0,2735.0,0.41866175567833025,10093.631044490705,4991.0
06053013900,83250.0,2057.0,0.4334470989761092,5652.366901091678,2258.0
06053014000,58125.0,2107.0,0.7348484848484849,2255.3861637470422,2298.0
06053014102,115606.0,1970.0,0.6964735516372796,1144.3187684140469,5192.0
06053014104,,,,2027.0678200991363,2508.0
06053014105,105573.0,1785.0,0.7253064167267483,1923.074619613054,3764.0
06053014108,79931.0,2787.0,0.8221281101111699,1360.6956363074623,5200.0
06053014109,113728.0,2869.0,0.6697641172265905,161.06865645883536,4698.0
06053014110,186972.0,2365.0,0.08793103448275862,340.98246198198774,6637.0
06053014201,100881.0,1995.0,0.5126396237507349,8129.4643511682825,4886.0
06053014202,79963.0,2041.0,0.5750819672131148,9741.041342476183,3883.0
06053014301,91493.0,2464.0,0.5953553835327234,823.852463339291,3311.0
06053014302,89420.0,1902.0,0.479344262295082,777.9647768715546,4200.0
06053014500,91198.0,1960.0,0.4484280198565913,882.2249936812317,4732.0
06053014601,97107.0,1973.0,0.3408710217755444,302.5932485696438,5074.0
06053014700,82247.0,1364.0,0.33416959357752135,594.1266058515657,7052.0
06053014800,98897.0,1506.0,0.3711409395973154,54.45095285417163,5831.0
06053980000,,,,0.0,0.0
06053990000,,,,,0.0
06085500100,163061.0,3166.0,0.6966856377636425,,8285.0
06085500200,115541.0,2669.0,0.7162891046386192,8383.419802426184,5439.0
06085500300,107431.0,2885.0,0.6965811965811965,3768.1902738206672,4195.0
06085500400,152973.0,2381.0,0.574468085106383,6898.940846235714,2678.0
06085500500,166514.0,2278.0,0.2571157495256167,6303.543672417848,5185.0
06085500600,140045.0,2794.0,0.7145382235969951,11112.932912431987,5748.0
06085500800,151357.0,2859.0,0.8182552504038773,7263.463234665509,4834.0
06085500901,72112.0,1987.0,0.8128861429832304,15443.480566614919,4298.0
06085500902,42955.0,1992.0,1.0,57423.1041615606,5377.0
06085501000,58775.0,1886.0,0.9090548054011119,15901.315746231003,4928.0
06085501101,105138.0,2657.0,0.7619300106044539,15491.39238099515,3929.0
06085501102,144609.0,2736.0,0.4668697638994669,9033.210023629797,4273.0
06085501200,108913.0,2068.0,0.6009549795361528,12971.050053750698,4163.0
06085501300,145260.0,2025.0,0.48860759493670886,13631.206186773605,3932.0
06085501401,80216.0,2054.0,0.7777777777777778,7526.697925711847,2902.0
06085501402,94491.0,2607.0,0.5212636695018226,13395.490522407335,2703.0
06085501501,81859.0,1839.0,0.5847201210287444,18288.23062653655,4403.0
06085501502,111089.0,2716.0,0.44534412955465585,12679.631216469134,4350.0
