month,zori_region,deflator_to_ref
2025-05,3200.901829594729,1.0787938378668638
2025-06,3240.4925167108477,1.0656136842088837
2025-07,3243.794669201924,1.0645288994920072
2025-08,3258.370868233385,1.059766769660497
2025-09,3284.2417703711044,1.0514186868140885
2025-10,3185.53388202736,1.0839982550070724
2025-11,3103.348559643201,1.1127055511226802
2025-12,3377.5750038958404,1.0223646152640857
2026-01,3453.1131693835637,1.0
2026-02,3452.303885304446,1.0002344185523653
2026-03,3470.932567150218,0.9948661066091282
2026-04,3500.245980383401,0.9865344289332847
2026-05,3524.3101638974317,0.9797983176273187
2026-06,3562.152260368706,0.9693895479431708
2026-07,3604.672080307883,0.9579548686960245
2026-08,3583.7038073038075,0.9635598685209162
